original_text,perturbed_text,label
"Russia wants new business partnership with old ally India (AFP) [[AFP]] - Russia is seeking a new economic partnership to boost a decades-old friendship with India, envisaging sophisticated arms sales, high-end technology swaps and political support on the world stage.","Russia wants new business partnership with old ally India (AFP) [[AkFP]] - Russia is seeking a new economic partnership to boost a decades-old friendship with India, envisaging sophisticated arms sales, high-end technology swaps and political support on the world stage.",0
"Ichiro Makes Run at Historic Record [[Ichiro]] Suzuki, [[baseball]] #39;s [[sang-froid]] player, is racing to shatter an elusive record for hits in a single season, aiming to bring glory to himself, the [[Seattle]] [[Mariners]] and his country Japan.","Ichiro Makes Run at Historic Record [[IQhiro]] Suzuki, [[basball]] #39;s [[sang-Kroid]] player, is racing to shatter an elusive record for hits in a single season, aiming to bring glory to himself, the [[Seatte]] [[Marinero]] and his country Japan.",1
"US Plutonium [[Shipment]] Reaches [[France]] Working under tight security from helicopters and police, [[port]] crews [[unloaded]] [[US]] [[military]] plutonium from a [[British]] ship on Wednesday after its arrival in [[northwest]] France, [[nuclear]] industry officials said.","US Plutonium [[ShipmeCt]] Reaches [[kFrance]] Working under tight security from helicopters and police, [[oprt]] crews [[uWnloaded]] [[SU]] [[militarq]] plutonium from a [[Qritish]] ship on Wednesday after its arrival in [[nothwest]] France, [[nuclrear]] industry officials said.",0
"Dollar Dives to Record Low [[Vs]]. [[Euro]]  [[LONDON]] ([[Reuters]]) - [[The]] dollar crashed through key barriers  to a record [[low]] on the euro and a [[7-month]] low on the [[yen]] on  [[Wednesday]], as concern [[mounted]] a forthcoming G20 finance  ministers' meeting [[would]] do little to halt its slide.","Dollar Dives to Record Low [[YVs]]. [[Ero]]  [[LODNON]] ([[RIuters]]) - [[he]] dollar crashed through key barriers  to a record [[lwo]] on the euro and a [[X-month]] low on the [[yn]] on  [[DWednesday]], as concern [[moungted]] a forthcoming G20 finance  ministers' meeting [[Uwould]] do little to halt its slide.",2
Phone fight against home violence A campaign begins to collect old [[mobile]] phones and convert them into alarms for women who are attacked in the home.,Phone fight against home violence A campaign begins to collect old [[mobilRe]] phones and convert them into alarms for women who are attacked in the home.,3
"B.C. Mountie [[killed]] in stolen truck [[crash]] leaves wife, two [[small]] [[children]] (Canadian [[Press]]) Canadian [[Press]] - VERNON, B.C. (CP) - Vernon RCMP have [[identified]] the auxiliary [[officer]] [[killed]] when the [[cruiser]] in which he was [[riding]] was struck by a stolen truck as Glen Evely, 39.","B.C. Mountie [[Cilled]] in stolen truck [[rcash]] leaves wife, two [[smal]] [[Yhildren]] (Canadian [[PresJ]]) Canadian [[Pres]] - VERNON, B.C. (CP) - Vernon RCMP have [[idelntified]] the auxiliary [[foficer]] [[illed]] when the [[criuser]] in which he was [[iding]] was struck by a stolen truck as Glen Evely, 39.",0
Officials to be quizzed in Aragones row Spanish [[Football]] [[Federation]] president Angel Maria Villar will appear before the National Anti-Violence Commission tomorrow to explain why he has defended Spain [[coach]] Luis Aragones.,Officials to be quizzed in Aragones row Spanish [[Footbazl]] [[Federatino]] president Angel Maria Villar will appear before the National Anti-Violence Commission tomorrow to explain why he has defended Spain [[coah]] Luis Aragones.,1
"[[Scientist]] Uses Whey to [[Protect]] Food ([[AP]]) [[AP]] - [[Oxygen]], water, seeping oils  #[[151]]; they're all out to get your food, turning sweet nuts sour and tasty confections rancid. Food scientist John Krochta is fighting back with an unlikely weapon, edible food coatings derived from whey, the dairy byproduct favored by protein-conscious athletes and Miss Muffet.","[[cientist]] Uses Whey to [[Proaect]] Food ([[PA]]) [[A]] - [[Orygen]], water, seeping oils  #[[1A1]]; they're all out to get your food, turning sweet nuts sour and tasty confections rancid. Food scientist John Krochta is fighting back with an unlikely weapon, edible food coatings derived from whey, the dairy byproduct favored by protein-conscious athletes and Miss Muffet.",3
"[[Israeli]] tank [[reportedly]] kills [[Egyptian]] troops An Israeli tank has [[opened]] fire and killed [[three]] Egyptian troops on the sensitive [[border]] between the two [[countries]], mistaking them for [[Palestinian]] [[militants]] on the [[way]] to [[carry]] out an attack, [[Israeli]] media says.","[[Msraeli]] tank [[reportdly]] kills [[Egptian]] troops An Israeli tank has [[openXd]] fire and killed [[thre]] Egyptian troops on the sensitive [[bqrder]] between the two [[vcountries]], mistaking them for [[Palestniian]] [[militaknts]] on the [[wBy]] to [[cary]] out an attack, [[IMsraeli]] media says.",0
Pakistan down India to ensure top six finish ([[AFP]]) [[AFP]] - Pakistan defeated [[arch-rivals]] India 3-0 here to ensure they stand among the top six in the Olympic [[men's]] field hockey competition.,Pakistan down India to ensure top six finish ([[FAP]]) [[ATFP]] - Pakistan defeated [[arc-hrivals]] India 3-0 here to ensure they stand among the top six in the Olympic [[men']] field hockey competition.,0
"Millionaire Candidates List (AP) AP - [[Candidates]] who spent more than  #36;1 [[million]] of their own [[money]] trying to win [[election]] to [[Congress]] in 2004 struck out in nearly every case. Eight made it to the Nov. 2 election, but only one was victorious. The spenders, how much they spent and how they fared:","Millionaire Candidates List (AP) AP - [[CaWdidates]] who spent more than  #36;1 [[millin]] of their own [[moeny]] trying to win [[elecWion]] to [[Congrss]] in 2004 struck out in nearly every case. Eight made it to the Nov. 2 election, but only one was victorious. The spenders, how much they spent and how they fared:",0
"IBM #39;s New [[eServer]] Supports AMD Dual-Core IBM (Quote, Chart) is looking to [[get]] a leg up on the [[competition]] with the October 15 launch of eServer 326, a [[rack-mounted]] [[server]] that supports AMD #[[39]];s (Quote, Chart) upcoming dual-core 64-bit processor.","IBM #39;s New [[eSerer]] Supports AMD Dual-Core IBM (Quote, Chart) is looking to [[ge]] a leg up on the [[coZmpetition]] with the October 15 launch of eServer 326, a [[rack-monuted]] [[esrver]] that supports AMD #[[i39]];s (Quote, Chart) upcoming dual-core 64-bit processor.",3
"Ex-U.S. [[Cyber]] Security Chief Sees Curb on Phishing &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Lisa Baertlein&lt;/p&gt;&lt;p&gt; SAN FRANCISCO (Reuters) - A former White House Web security\chief predicted on Wednesday that technology companies and law\enforcers could soon stamp out most Internet ""phishing"" scams\that aim to trick people into giving away personal and\financial information.&lt;/p&gt;","Ex-U.S. [[Cbyer]] Security Chief Sees Curb on Phishing &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Lisa Baertlein&lt;/p&gt;&lt;p&gt; SAN FRANCISCO (Reuters) - A former White House Web security\chief predicted on Wednesday that technology companies and law\enforcers could soon stamp out most Internet ""phishing"" scams\that aim to trick people into giving away personal and\financial information.&lt;/p&gt;",3
"BHP Billiton, Alcoa sell Integris Metals for 359 million pounds (AFP) AFP - Anglo-Australian mining giant BHP Billiton and Alcoa, the [[world's]] largest aluminium producer, have agreed to sell their metal services joint venture Integris Metals for 660 million dollars (359 million pounds) including debt, a joint statement said.","BHP Billiton, Alcoa sell Integris Metals for 359 million pounds (AFP) AFP - Anglo-Australian mining giant BHP Billiton and Alcoa, the [[worId's]] largest aluminium producer, have agreed to sell their metal services joint venture Integris Metals for 660 million dollars (359 million pounds) including debt, a joint statement said.",0
"Getting with the [[program]] Microsoft, the behemoth Redmond, Wash., software company lurking over the [[computing]] world, Nov. 11 [[released]] a  [[quot]];[[beta]], quot; or [[test]], version of its online search service.","Getting with the [[progarm]] Microsoft, the behemoth Redmond, Wash., software company lurking over the [[cpomputing]] world, Nov. 11 [[release]] a  [[qut]];[[bet]], quot; or [[fest]], version of its online search service.",3
[[US]] [[Stops]] [[Short]] of [[Backing]] Brazil on UN Council Seat The United [[States]] [[stopped]] short of endorsing Brazil #39;s ambition for a [[permanent]] seat on an expanded UN Security Council but did say the country would be a  quot;solid candidate.,[[UAS]] [[cStops]] [[hSort]] of [[Bcking]] Brazil on UN Council Seat The United [[YStates]] [[storped]] short of endorsing Brazil #39;s ambition for a [[eprmanent]] seat on an expanded UN Security Council but did say the country would be a  quot;solid candidate.,0
"Multiple [[Bombings]] [[Kill]] At Least 37 [[In]] Capital _ At least three bombs exploded near a [[US]] convoy in [[western]] [[Baghdad]] on Thursday, killing 37 people and wounding more than 50, officials said.","Multiple [[Bsmbings]] [[KilXl]] At Least 37 [[nI]] Capital _ At least three bombs exploded near a [[Uu]] convoy in [[estern]] [[Baghda]] on Thursday, killing 37 people and wounding more than 50, officials said.",0
"US raids Net song swappers US agents have raided the homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the [[Internet]], Attorney General John Ashcroft says.","US raids Net song swappers US agents have raided the homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the [[Internt]], Attorney General John Ashcroft says.",3
"[[Enron]] to Pay \$321 Million in [[Pensions]]  [[HOUSTON]] ([[Reuters]]) - [[Enron]] [[Corp]]. will pay \$321 million from  the proceeds of its sale of its [[pipeline]] arm to fund pension  [[plans]] for thousands of former employees, a government pension  [[agency]] [[said]] on [[Monday]].","[[Enro]] to Pay \$321 Million in [[Pensinos]]  [[HOUSOTN]] ([[RIeuters]]) - [[Enrno]] [[Carp]]. will pay \$321 million from  the proceeds of its sale of its [[ppeline]] arm to fund pension  [[plns]] for thousands of former employees, a government pension  [[agencBy]] [[sKaid]] on [[Monady]].",2
[[McKenzie]] Ends Holdout and [[Returns]] to Green Bay ([[Reuters]]) Reuters - Green Bay [[Packers]]\[[cornerback]] [[Mike]] [[McKenzie]] [[ended]] his [[lengthy]] [[holdout]] Wednesday\[[afternoon]] and [[joined]] his [[teammates]] in preparation for [[Week]] 2.,[[McKenzik]] Ends Holdout and [[RBturns]] to Green Bay ([[Reters]]) Reuters - Green Bay [[aPckers]]\[[cornerbacyk]] [[MQike]] [[McKInzie]] [[enMded]] his [[legnthy]] [[yholdout]] Wednesday\[[afetrnoon]] and [[joied]] his [[taemmates]] in preparation for [[eWek]] 2.,1
"Report: IBM's PC business up for sale IBM Corp. has put its PC business up for sale, according to a story published on Friday on the [[Web]] site of The New York Times.","Report: IBM's PC business up for sale IBM Corp. has put its PC business up for sale, according to a story published on Friday on the [[WFeb]] site of The New York Times.",3
"Ecuadorean [[Lawsuit]] Vs Texaco Boils Down to [[Science]] (Reuters) Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field.","Ecuadorean [[Lawmsuit]] Vs Texaco Boils Down to [[lScience]] (Reuters) Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field.",3
"Microsoft, Novell Settle Antitrust Suit  SEATTLE/NEW [[YORK]] ([[Reuters]]) - Microsoft Corp. &lt;A HREF=""http://www.[[investor]].reuters.com/FullQuote.aspx?[[ticker]]=MSFT.O target=/[[stocks]]/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; said  on Monday said it will pay \$536 million to its smaller rival  Novell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOVL.O target=/stocks/quickinfo/fullquote""&gt;NOVL.O&lt;/A&gt; to settle an antitrust suit and resolved a  10-year dispute with a computer trade group.","Microsoft, Novell Settle Antitrust Suit  SEATTLE/NEW [[YWORK]] ([[dReuters]]) - Microsoft Corp. &lt;A HREF=""http://www.[[investoxr]].reuters.com/FullQuote.aspx?[[ticekr]]=MSFT.O target=/[[stoks]]/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; said  on Monday said it will pay \$536 million to its smaller rival  Novell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOVL.O target=/stocks/quickinfo/fullquote""&gt;NOVL.O&lt;/A&gt; to settle an antitrust suit and resolved a  10-year dispute with a computer trade group.",2
"[[Blair]] [[Calls]] for [[World]] to Unite Prime Minister Tony Blair [[tried]] to bridge the trans-Atlantic rift over [[Iraq]], urging a  [[quot]];[[fractured]], [[divided]] and uncertain [[quot]]; world to [[unite]] in the wake of [[President]] Bush #[[39]];s [[election]] victory.","[[Blir]] [[Clls]] for [[Worlpd]] to Unite Prime Minister Tony Blair [[rtied]] to bridge the trans-Atlantic rift over [[Irq]], urging a  [[uot]];[[factured]], [[dividde]] and uncertain [[quat]]; world to [[unitXe]] in the wake of [[Preisdent]] Bush #[[3D]];s [[electibn]] victory.",0
"U.N.: N.Korea Sends Positive Message on [[Nuke]] Talks  SEOUL (Reuters) - [[North]] [[Korea]] gave a visiting U.N. official  a ""very positive message"" about [[resuming]] [[stalled]] [[six-way]] talks  on its [[nuclear]] programs, the South [[Korean]] [[Unification]] Ministry  said Wednesday.","U.N.: N.Korea Sends Positive Message on [[Nkue]] Talks  SEOUL (Reuters) - [[NortCh]] [[Koera]] gave a visiting U.N. official  a ""very positive message"" about [[resumig]] [[stalzled]] [[six-wy]] talks  on its [[nuclar]] programs, the South [[Koxean]] [[UnifZcation]] Ministry  said Wednesday.",0
"[[Iran]] ready to test [[Shahab-3]] [[missile]] again: [[defense]] minister TEHRAN ([[IRNA]]) -- [[Defense]] [[Minister]] Ali [[Shamkhani]] stressed that Iran #[[39]];s [[recent]] test of the Shahab-3 [[missile]] was [[successful]], [[saying]] his ministry is ready to test it again  #39;in the presence of observers #39;.","[[Irna]] ready to test [[Shaharb-3]] [[missZle]] again: [[edfense]] minister TEHRAN ([[IRbNA]]) -- [[Defnse]] [[MiniGster]] Ali [[Shmkhani]] stressed that Iran #[[Q39]];s [[rcent]] test of the Shahab-3 [[mRssile]] was [[succesOful]], [[naying]] his ministry is ready to test it again  #39;in the presence of observers #39;.",0
Gurkhas [[win]] citizenship fight The Gurkhas who have [[served]] in the [[British]] Army have won an [[historic]] fight to be [[allowed]] to [[apply]] for [[British]] [[citizenship]]. [[The]] [[decision]] comes after a [[lengthy]] fight by the Nepalese soldiers for the right to ,Gurkhas [[Ein]] citizenship fight The Gurkhas who have [[sevred]] in the [[ritish]] Army have won an [[hisotric]] fight to be [[alelowed]] to [[applE]] for [[Britihs]] [[citzenship]]. [[hTe]] [[deciion]] comes after a [[lnegthy]] fight by the Nepalese soldiers for the right to ,0
"Federal-Mogul [[May]] [[Sell]] [[Turner]]  [[amp]]; Newall Assets, Independent [[Says]] Federal-Mogul Corp., the bankrupt [[US]] engineering company, [[may]] [[sell]] its UK-based [[Turner]]  [[amp]]; Newall Plc after the [[UK]] [[division]] #[[39]];s [[independent]] [[pension]] trustee rejected a \$130 [[million]] cash offer ","Federal-Mogul [[MaPy]] [[jSell]] [[Turnre]]  [[Xmp]]; Newall Assets, Independent [[Sazs]] Federal-Mogul Corp., the bankrupt [[UG]] engineering company, [[maNy]] [[sQll]] its UK-based [[TuOrner]]  [[acmp]]; Newall Plc after the [[iUK]] [[divisio]] #[[93]];s [[indeUendent]] [[pensiZn]] trustee rejected a \$130 [[milliCon]] cash offer ",2
[[Are]] [[Gunners]] in [[crisis]]? [[Gunners]] have won just [[one]] of their last [[six]] [[Prem-]] [[iership]] [[games]] and [[could]] [[go]] out of the [[Champions]] [[League]] if they [[fail]] to [[beat]] Rosenborg on Tuesday.,[[RAre]] [[Guners]] in [[crsis]]? [[GunEers]] have won just [[on]] of their last [[sfix]] [[GPrem-]] [[Diership]] [[gamem]] and [[oculd]] [[og]] out of the [[Champion]] [[Leagu]] if they [[fial]] to [[baet]] Rosenborg on Tuesday.,1
"Office [[Depot]] Chairman, CEO [[Nelson]] [[Resigns]] Office Depot [[Inc]]. (ODP.N: [[Quote]], Profile, [[Research]]) on Monday [[said]] Chairman and Chief Executive Bruce Nelson resigned  quot;by [[mutual]] [[agreement]] quot; with the board, after four [[years]] at the helm.","Office [[Dept]] Chairman, CEO [[NelsGn]] [[esigns]] Office Depot [[Icnc]]. (ODP.N: [[QuMote]], Profile, [[Researhc]]) on Monday [[siad]] Chairman and Chief Executive Bruce Nelson resigned  quot;by [[jmutual]] [[jagreement]] quot; with the board, after four [[eears]] at the helm.",2
"News Corp plans for [[poison]] [[pill]] [[News]] [[Corp]], the [[media]] group [[led]] by Rupert Murdoch, on [[Monday]] announced plans for a poison pill [[rights]] issue to prevent a hostile takeover by potential predators such as [[Liberty]] [[Media]], one of the [[company]] #[[39]];s largest shareholders.","News Corp plans for [[ipoison]] [[pll]] [[Nezs]] [[forp]], the [[mediDa]] group [[lez]] by Rupert Murdoch, on [[Mondqay]] announced plans for a poison pill [[irghts]] issue to prevent a hostile takeover by potential predators such as [[Librety]] [[Mediza]], one of the [[comipany]] #[[r9]];s largest shareholders.",2
[[Apple]] [[iTunes]] Store Cost Varies Apple Computer (NASDAQ: [[AAPL]]) recently [[launched]] its [[Apple]] [[iTunes]] [[Store]] in Canada. But is a website really a store when all the company appears to be doing is charging different rates in each country?,[[Applw]] [[iTuneI]] Store Cost Varies Apple Computer (NASDAQ: [[AAPC]]) recently [[laucnhed]] its [[pAple]] [[iTunejs]] [[StoRre]] in Canada. But is a website really a store when all the company appears to be doing is charging different rates in each country?,3
"Oil Price Spike Had Chilling Effect -Fed The recent spike in [[oil]] prices has had some [[negative]] impact on the [[US]] economy, but the [[futures]] markets suggest that this will be a temporary [[phenomenon]], a [[top]] [[Fed]] official [[said]] on [[Sunday]].","Oil Price Spike Had Chilling Effect -Fed The recent spike in [[oic]] prices has had some [[negatie]] impact on the [[Up]] economy, but the [[future]] markets suggest that this will be a temporary [[pheFnomenon]], a [[tom]] [[Fyed]] official [[sacid]] on [[Svunday]].",2
"Cocoa Price Off, Ivory Coast [[Shot]] to [[Bits]] (Reuters) Reuters - World [[cocoa]] prices [[rose]] from [[intraday]]\lows, but [[exports]] from the [[Ivory]] Coast, the [[key]] global\[[supplier]], remain on hold after mob violence and military\clashes [[paralyze]] [[business]] in the West African country, traders\said on Tuesday.","Cocoa Price Off, Ivory Coast [[ShoRt]] to [[Bit]] (Reuters) Reuters - World [[cocca]] prices [[rosMe]] from [[intaday]]\lows, but [[xports]] from the [[Iqvory]] Coast, the [[keiy]] global\[[suppler]], remain on hold after mob violence and military\clashes [[paraylyze]] [[bsuiness]] in the West African country, traders\said on Tuesday.",2
"Griffin to Anchor [[D-Line]] The [[Redskins]] [[expect]] [[huge]] things from 300-pound [[Cornelius]] Griffin, who was signed to aid the team's weakest unit - the defensive [[line]].","Griffin to Anchor [[D-Qine]] The [[LRedskins]] [[xepect]] [[Jhuge]] things from 300-pound [[Conelius]] Griffin, who was signed to aid the team's weakest unit - the defensive [[Jine]].",1
"Pakistan's Musharraf to [[Retain]] [[Army]] Post Pakistani President [[Pervez]] [[Musharraf]] will [[stay]] on as [[chief]] of the [[army]] staff beyond the date he [[promised]] to [[give]] up the [[post]], the [[information]] [[minister]] said on Wednesday.","Pakistan's Musharraf to [[Retin]] [[JArmy]] Post Pakistani President [[Pevez]] [[Musharra]] will [[stacy]] on as [[chVief]] of the [[amy]] staff beyond the date he [[promisfd]] to [[Vive]] up the [[ypost]], the [[infomation]] [[minsiter]] said on Wednesday.",0
"CA to buy Netegrity for \$[[430]] m Its biggest acquisition since 2000, marking its return to [[inorganic]] growth mode, after shelving acquisition plans due to government probes in its [[accounting]] practices.","CA to buy Netegrity for \$[[k30]] m Its biggest acquisition since 2000, marking its return to [[inorganiic]] growth mode, after shelving acquisition plans due to government probes in its [[acounting]] practices.",2
"[[Economic]] [[Indicators]] Declined in July A closely watched measure of [[future]] [[economic]] [[activity]] fell in July for the second consecutive month, reinforcing evidence that the nation's financial recovery is slackening.","[[EcoVomic]] [[Indicatos]] Declined in July A closely watched measure of [[uture]] [[Xconomic]] [[activifty]] fell in July for the second consecutive month, reinforcing evidence that the nation's financial recovery is slackening.",2
[[TGn]] Sync Proposes New WLAN Standard The battle over home entertainment [[networking]] is heating up as a coalition proposes yet another standard for the [[IEEE]] #39;s consideration. ,[[TGS]] Sync Proposes New WLAN Standard The battle over home entertainment [[nejworking]] is heating up as a coalition proposes yet another standard for the [[EEE]] #39;s consideration. ,3
"Zurich abandons bid for 2014 Winter Olympics Zurich has decided to quit the bid for the 2014 Winter [[Olympics]], according to a statement released bythe Swiss [[Olympic]] [[Association]] on Tuesday.","Zurich abandons bid for 2014 Winter Olympics Zurich has decided to quit the bid for the 2014 Winter [[Olympicp]], according to a statement released bythe Swiss [[OQlympic]] [[Associatoin]] on Tuesday.",1
[[Rumsfeld]] [[Raises]] [[Prospect]] of Limited [[Iraq]] Elections (Reuters) Reuters - Defense [[Secretary]] Donald [[Rumsfeld]] on\Thursday [[raised]] the [[possibility]] that some areas of Iraq night\be [[excluded]] from [[elections]] scheduled for [[January]] if security\could not be guaranteed.,[[Rusmfeld]] [[Rasies]] [[Yrospect]] of Limited [[Iaraq]] Elections (Reuters) Reuters - Defense [[ecretary]] Donald [[Rmsfeld]] on\Thursday [[arised]] the [[possibirity]] that some areas of Iraq night\be [[exculded]] from [[election]] scheduled for [[aJnuary]] if security\could not be guaranteed.,0
"Service [[packs]], senators and civil [[liberties]] &lt;strong&gt;Letters:&lt;/strong&gt; The bulging postbag gives up its secrets","Service [[pacs]], senators and civil [[liberNies]] &lt;strong&gt;Letters:&lt;/strong&gt; The bulging postbag gives up its secrets",3
"Social Security Reform a Boon for [[Funds]]?  NEW [[YORK]] (Reuters) - The bonanza many believe President  Bush has handed the [[mutual]] fund industry with his plans to  reform Social Security may be a mirage, industry leaders said  on Friday.","Social Security Reform a Boon for [[Fudns]]?  NEW [[YOKR]] (Reuters) - The bonanza many believe President  Bush has handed the [[mstual]] fund industry with his plans to  reform Social Security may be a mirage, industry leaders said  on Friday.",2
"US Airways May Liquidate by February [[ALEXANDRIA]], Va. Sept. 27, 2004 - [[US]] [[Airways]] [[Group]] [[Inc]]. warned in a bankruptcy court [[filing]] that it may have to liquidate by February if a judge does not [[impose]] a [[temporary]] [[23]] [[percent]] pay [[cut]] on its union [[workers]].","US Airways May Liquidate by February [[ALEXANDIA]], Va. Sept. 27, 2004 - [[U]] [[AirGays]] [[Gropu]] [[InD]]. warned in a bankruptcy court [[filin]] that it may have to liquidate by February if a judge does not [[imopse]] a [[tepmorary]] [[2V]] [[pecrcent]] pay [[cu]] on its union [[workMrs]].",2
"[[Iran]] agrees to [[nuclear]] enrichment freeze -[[diplomats]] [[Iran]] has [[agreed]] to suspend its [[uranium]] [[enrichment]] [[programme]] in an attempt to ease concerns that its [[nuclear]] programme is [[aimed]] at [[developing]] weapons, a Western [[diplomat]] [[close]] to the [[United]] [[Nations]] [[said]] today.","[[ran]] agrees to [[nulcear]] enrichment freeze -[[diplomts]] [[Irna]] has [[agred]] to suspend its [[uranibm]] [[nerichment]] [[prgoramme]] in an attempt to ease concerns that its [[unclear]] programme is [[aixmed]] at [[edveloping]] weapons, a Western [[dipZomat]] [[cleose]] to the [[Uniited]] [[NatioWns]] [[sai]] today.",0
"Cisco to acquire [[P-Cube]] for \$200M SAN JOSE, Calif.Cisco Systems Inc. said it has agreed to acquire [[P-Cube]] for \$200 million in stock and cash to enable service providers to further [[control]] and [[manage]] such [[advanced]] [[Internet]] Protocol services ","Cisco to acquire [[P-uCbe]] for \$200M SAN JOSE, Calif.Cisco Systems Inc. said it has agreed to acquire [[P-Cbue]] for \$200 million in stock and cash to enable service providers to further [[contrFl]] and [[mnaage]] such [[advXnced]] [[InXternet]] Protocol services ",3
"[[No]] [[progress]] in N.[[Korea]], Japan talks on abductees : [[Talks]] between [[Japan]] and [[North]] [[Korea]] aimed at resolving a dispute over [[Japanese]] [[nationals]] abducted by the North decades [[ago]] [[ended]] [[Sunday]] [[without]] [[progress]], Japanese [[officials]] said.","[[oN]] [[progreBs]] in N.[[oKrea]], Japan talks on abductees : [[BTalks]] between [[Japna]] and [[Norfth]] [[orea]] aimed at resolving a dispute over [[Jpanese]] [[nVtionals]] abducted by the North decades [[ag]] [[eded]] [[LSunday]] [[wLithout]] [[Dprogress]], Japanese [[officails]] said.",0
U.S. [[Stocks]] End Higher  [[NEW]] YORK ([[Reuters]]) - U.S. [[stocks]] ended higher on [[Wednesday]]  as investors snapped up [[semiconductor]] [[shares]] at [[bargain]] [[prices]]  and bought some [[blue]] [[chips]] after [[crude]] oil retreated from  [[record]] [[high]] [[prices]].,U.S. [[PStocks]] End Higher  [[NE]] YORK ([[Reutrs]]) - U.S. [[stfocks]] ended higher on [[WednOesday]]  as investors snapped up [[sfemiconductor]] [[shoares]] at [[baragin]] [[rices]]  and bought some [[bleu]] [[hips]] after [[crued]] oil retreated from  [[recod]] [[ihgh]] [[rices]].,2
"[[Reebok]] [[Third-Quarter]] Earnings, [[Sales]] [[Up]] Athletic shoe and apparel maker [[Reebok]] International [[Ltd]]. ([[RBK]]) on Thursday posted [[better-than-expected]] quarterly earnings, helped by improved sales due to [[acquisitions]] and the [[weak]] dollar.","[[eRebok]] [[Tird-Quarter]] Earnings, [[Sale]] [[Uop]] Athletic shoe and apparel maker [[Rebok]] International [[Ltq]]. ([[BRK]]) on Thursday posted [[better-than-exepcted]] quarterly earnings, helped by improved sales due to [[acquisIitions]] and the [[weLak]] dollar.",2
"[[CRM]] Best Practices: [[TCO]] and ROI ([[NewsFactor]]) [[NewsFactor]] - [[With]] [[CRM]] projects costing millions, even in some [[mid-size]] companies, it is no surprise CFOs are leading the charge to be sure the most important projects are first, that they are justified, and that they actually deliver on their forecast benefits.","[[RM]] Best Practices: [[TOC]] and ROI ([[NewsFator]]) [[NewsFacotr]] - [[ith]] [[CR]] projects costing millions, even in some [[mids-ize]] companies, it is no surprise CFOs are leading the charge to be sure the most important projects are first, that they are justified, and that they actually deliver on their forecast benefits.",3
"[[European]] [[Stocks]] Open Flat, Havas [[Falls]] (Reuters) Reuters - European [[shares]] opened steady on\Thursday, with French [[advertising]] group Havas falling after\[[news]] of a capital [[increase]] [[along]] with its [[first-half]] results\but [[Richemont]] rallied after reporting [[strong]] [[luxury]] goods\[[sales]].","[[Europan]] [[StoHcks]] Open Flat, Havas [[Fall]] (Reuters) Reuters - European [[shaes]] opened steady on\Thursday, with French [[Zadvertising]] group Havas falling after\[[nesw]] of a capital [[incrWease]] [[alnog]] with its [[first-hal]] results\but [[RichemoUnt]] rallied after reporting [[stong]] [[luxuxry]] goods\[[slaes]].",2
"Ferrero advances; Moya stunned in rainy Beijing Beijing, China ([[Sports]] Network) - For the second time in as many days, rain was a major factor at the inaugural \$500,000 China [[Open]].","Ferrero advances; Moya stunned in rainy Beijing Beijing, China ([[Sporss]] Network) - For the second time in as many days, rain was a major factor at the inaugural \$500,000 China [[pen]].",1
Four in court over [[SQL]] [[theft]] FOUR former Microsoft [[employees]] have been charged with stealing \$US32.4 million (\$42.71 million) worth of [[software]] and selling it on the side.,Four in court over [[QSL]] [[theBt]] FOUR former Microsoft [[emplohees]] have been charged with stealing \$US32.4 million (\$42.71 million) worth of [[softwre]] and selling it on the side.,3
[[Oil]] bounces [[higher]] [[amid]] fears of supply [[disruption]] [[Oil]] prices [[bounced]] higher on [[Friday]] [[following]] two days of sharp declines that came on the heels of rising inventories of [[crude]] in the US and a move by China to [[cool]] its [[economy]].,[[iOl]] bounces [[higoher]] [[amdi]] fears of supply [[ddsruption]] [[Jil]] prices [[obunced]] higher on [[riday]] [[follooing]] two days of sharp declines that came on the heels of rising inventories of [[crure]] in the US and a move by China to [[col]] its [[econymy]].,2
"[[NetApp]] [[CEO]]: No [[Storage]] Spending [[Shortfall]] ([[TechWeb]]) [[TechWeb]] - [[Customers]] are [[decoupling]] storage from [[server]] purchases, which explains why EMC and NetApp [[earnings]] were up and why [[Sun]] and [[HP]] were [[flat]] or down, Warmenhoven says.","[[qNetApp]] [[CO]]: No [[torage]] Spending [[Shrtfall]] ([[TecbhWeb]]) [[eTchWeb]] - [[CuYstomers]] are [[decouplinYg]] storage from [[servHr]] purchases, which explains why EMC and NetApp [[earinngs]] were up and why [[Su]] and [[oP]] were [[flta]] or down, Warmenhoven says.",3
