sentence,label
"The [[subordinated]] matter was good, direction was OK. Mohanlal was efficient in his role as a Major. The [[caretaker]] of the supporting [[officials]] was amateurish at best. The casting director and director should be held responsible for this [[dissolution]]. Hawaldar Jai was [[scary]], he [[were]] out [[analog]] a sore thumb with his poor histrionics. He did not look the part nor did he move like a soldier. There was a [[theatres]] where a satellite feed was required of the [[disputes]] with the [[activist]] and they were showing it from a camera angle. Satellite is located hundred of miles in the sky so the only angle is from above.It was quite an [[embarassing]] moment. Audience these days are matured and they recognize when one is trying to pull wool over their eyes. The [[Filmmaker]] is a Major so the story could [[represent]] out of his personal experiences. No problem there, but the movie is only as good as its actors and Director. So if Major [[Glad]] is going for any other projects he should pay more attention to the casting.",0
"[[Introduces]] [[exactly]], this mini-series was terrible. [[Licensing]] me count the [[signifies]]. 1. [[Folly]] [[schemes]]. 2. Over-acting. 3. Scattershot [[mode]] to [[character]]. 4. [[Embarrassing]] [[portrayal]]. 5. [[Flaw]] to create [[spectator]] [[interesting]].<br /><br />This [[movies]] can't even pass the ""Soap [[Theatre]] for [[Retards]]"" [[experiments]]. I'm [[lamentable]] [[me]] [[enjoy]] not [[lu]] this award-winning [[roman]], [[since]] [[me]] am [[decisions]] it only as a [[cinemas]], but it really stinks. [[Thought]] [[will]] to a party where they [[exposition]] you [[ratings]] of [[snacks]]. You [[worm]] at the [[largest]] [[serial]] and [[did]] to [[smell]] them, but [[impressively]] they are [[pulls]], and you [[surprise]] where they [[flew]]. That's [[adore]] this film, with [[manners]] too [[immeasurable]] [[feature]] [[hurled]] and never [[called]] out. There are enough [[storytelling]] and [[distinctive]] in this [[cinematographer]] to [[creativity]] a 20 episode series, yet we are [[dispensed]] [[least]] than four [[days]] to [[intestinal]] it all.<br /><br />There are more [[mouth]] [[adjective]] and [[answers]] [[doses]] of [[Editors]] Harris than you'll [[excavated]] on 10,000 [[ape]]. [[Both]] pace is [[impressively]] [[doldrums]]. <[[ab]] /><br />[[Denis]] Farina and [[Helene]] [[Chased]] are [[well]] [[tremendously]] over-the-top that their [[habits]] are not [[cogent]]. [[Tracey]] Woodward's [[traits]] is one-dimensional. <[[ab]] /><br />The [[unchangeable]] [[ho]] metaphor [[ai]] trite.<[[brit]] /><br />And, [[naturally]] the most absurd [[slices]] of the film--the [[kitty]]. This [[naughty]] and [[officious]] [[pussy]] who [[farther]] the [[rider]] around to [[anything]] him and his [[seated]] covers--well, [[got]] on now---it's not even [[alright]] Stephen King!<[[ab]] /><br />Probably the most [[impressive]] character in the film, and one who is not drawn [[also]], is John Voss, the [[annoyed]] boy whose [[past]] [[regulations]] of [[hardship]] accounts for the only plot [[operative]] that works in this film.<br /><[[ab]] />Just about everyone in this [[filmmakers]] is [[wondrous]].<br /><[[ab]] />To [[moneys]] up, there's [[tiny]] here to [[encouragement]]. The drama is [[vulnerable]] [[schmaltz]]. It's just a terrible [[collaborating]].",0
"Eisenstein's first sound film retells the battle of the ice of 1242, when the Russians under Alexander Nevsky defeated the Livonian knights, eager to bring Russia under Roman Catholicism. Made in 1938, Nevsky can be seen as a piece of propaganda: the Germanic knights, with their sinister (and somewhat goofy) helmets are obvious stand-ins for the Nazis. The butchery by the knights when they enter a Russian town seems a prophetic warning of the massacres of World War II. The film ends with a warning: those who came to Russia with the sword will die by the sword. Made in delicate black and white (somewhat reminiscent of a daguerreotype), it also marked Eisenstein's return to official favor. By the late 1920s, Stalin wanted Soviet filmmakers to stop experimentation and made movies that would be more populist and palatable to the Russian public. That stopped Eisenstein's career in Russia for a decade, and in Nevsky he came back with his more accessible film. Nevsky's [[severe]] point is in its second half, which features the battle itself, and it is justly seen as a [[juncture]] in movie history: never before (and probably never after) a battle would be so [[energetic]] in the screen. Another strong point is Prokofiev's [[sumptuous]], [[evoke]] [[videotapes]] ([[utilise]] a composer to score a movie was completely unusual at the time). One of its weaker points: the comic relief (in the form of two simpleton Russian warriors trying to woo a beautiful Russian peasant) is really jarring.",1
"This show has everything you could ever want from a [[jail]] drama. There are [[revolves]] and turns all the [[manner]] till the season [[arguably]]. The [[character]] are [[awfully]] strong, and it [[anticipates]] the show a lot of power. When [[commenting]] the show you [[thought]] for not only the [[jails]], but the [[rikers]] [[talent]]. The actors who play [[interned]] on this show have done a very good job portraying a prisoner. Also if you like law and order svu or law and order criminal intent there are [[batch]] actors from this show that appear in those shows. The only problem with Oz is that it was not long enough. This show could of easily had nine to ten seasons without getting old. [[Also]] after the season finale i [[silvery]] [[discovers]] myself [[witnessing]] [[Shred]] all the [[hour]] on [[BLURAY]]. This [[expos]] is [[mildly]] one of the best [[show]] on [[tv]]. Don't [[was]] a [[moronic]], [[volition]] watch Oz.",1
"I caught this movie a few years ago one night, and it was one of the funniest movies I have ever seen. [[Once]], since it is supposed to be an action movie, I cannot give it more stars since the humor was unintentional.<br /><br />Chuck Norris plays a truck driver who comes home from the road to see his family, and within the first five minutes the conflict arises which leads Chuck to seek vengeance for the rest of the film. Good [[things]] too, 'cuz the sub-par acting by everyone involved was starting to get old very fast. Actually, the judge was pretty good, but I can't really describe what makes him work, you'll have to check it out for yourself.<br /><br />And the custom van Chuck Norris drives is hideously classic!",0
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",0
"[[Neither]] at least forceable retirement! [[These]] [[theatres]] is awful, [[nasty]], [[dreadful]], [[classified]], [[shitty]], putrid... well, you [[did]] the [[sight]]. [[Does]] NOT under any [[case]] [[look]] this piece of decaying garbage unless you [[got]] a [[perished]] [[will]], [[since]] it's sure to [[murdering]] you. ([[me]] only [[weathered]] [[since]] [[me]] [[lost]] the first half [[timer]].) Carrot [[Supremo]] is a [[wicked]] comedian, and an even [[strictest]] [[virtuoso]]. [[yo]] cannot [[RECOGNIZING]] he [[had]] anyone to [[cash]] this [[great]] [[scrap]] of time and money. It just [[lasts]] to [[reflect]] that some [[folks]] [[do]] no scruples if they think they might [[put]] a buck or two (literally... I can't imagine this [[been]] more than $2!).<br /><br />And someone please tell me what [[likely]] [[excuses]] Courtney [[Watson]] Smith (a halfway [[honorable]] [[representing]], [[undoubtedly]] above this at any rate) had for [[signatures]] onto this steaming pile of dung. Was she THAT [[annoying]] during that 3.5 second dry spell between Melrose Place and Ally McBeal? Or did she owe some kind of karmic debt to the Most Annoying Person on the Face of the Planet (aka Carrot [[Upstairs]])?<br /><br />I give this a 2/10, and that's probably way too high. I try to save my '1's for movies that make me vomit, and since I didn't see all of this one my [[gut]] contents thankfully [[repose]] contained. I don't think I'll be watching it again to find out if it's really worth a 1!",0
"This [[cine]] is [[sumptuous]]! On this date of APR, 8 2007 it was on On demand from show time. It had been a while since i seen it, but it does feature Thomas Jane in the first role i seen him in. At first you see a normal guy that seems kind of henpecked, with a wife that seems close to going her own way. The directors cut which i just watched has a opening scene that is cool. Paulina Porizkova is dressed as a cheerleader type, looking very fresh and hot. Trying to buy a coffee late at night with no small bills turns violent in a hurry, Paulina shows that her name on her letter jacket is the real deal. Meeting up with his old road pal Nick played by Aaron Eckhart was cool at first, and he even loans him his wife's car to take care of some business. Then he spots nicks silver briefcase, and the day changes for the weird and violent. There is a cast of real characters that parade through the next series of scenes. But, Paulina's Dallas steals the [[shows]] i think. Her telling of a Casey story to the doctor that is there to get a personal interview in a adoption application, is outrageous. As a rule i have never thought tall women were that sexy,but as with any rule there are exceptions. Paulina is as one has never seen her before in films. Sexy and lethal, like in the one movie with Tom Selleck, but with a never seen before malevolence. If your looking for film to add to your collection, this one is worth the price. Paulina in the nude is worth the price alone, but this story has everything one might hope one has. Love,friendship,sex and violence in a [[grandiose]] mix. When i first seen it years ago it blew my mind, and i know you will feel the same way.",1
"I'm a [[dances]] teacher and was [[studying]] [[anxiously]] to some [[decent]] [[ballet]] routines in this [[cine]]. [[Consequently]] sad to have been [[filed]] to such a painful experience. <br /><br />I had [[severe]] problems with Jennifer Beals and her [[letters]]. I found Alex extremely [[despicable]]. Beals' face is so [[adolescents]], sweet and innocent, and this very incongruous with Alex's very disturbing lewdness, [[exceptionally]] in that disgusting [[restaurants]] scene. She also has the temper tantrums of a toddler. [[He]] is very difficult to believe that Nick would keep coming back to such a moody teenager after her frequent rantings and ravings, [[firstly]] after she [[began]] the door of a moving [[carriages]] and chucks a stiletto at him, opting rather to walk home - in the middle of the road - with only one shoe!!!. [[Either]] what about after her idiotic behaviour after the night at the ballet. In fact, the whole romance was very [[unnerving]] - the 30 something year old man going after a girl who looks about 16. Yuck. <br /><br />[[Because]] for the [[choreographer]], I'm afraid this 80s [[elegance]] is totally dated. What on earth was that TV dance sequence about in the club? Who was supposed to be dancing? I wasn't even sure if it was a woman or a man in drag! And even that famous final sequence is pretty [[sorrowful]], especially given the context of an audition for a ballet company. The camera shots of her leap actually ruin it's effect because you can't see what she's doing. And what on earth was she doing when she went past each of the panel pointing at them? And as many other comments have pointed out, she would NEVER get into a ballet company on the strength of that audition - perhaps that's why they don't actually say at the end whether she was successful or not, the closure is the fact that she overcame her fear in the end. Of the 'Flashdancers', I actually thought the best sequence belonged to Cynthia Rhodes (Penny in Dirty Dancing). You could see that she was a real [[choreography]], and her acrobatics were very impressive. This is of [[road]] if you can get past her appalling costume and makeup. <br /><br />There were two good bits in this [[panorama]] - the [[dancing]] [[dancing]] stretching when Alex [[lasts]] for the first time to apply for an audition - they [[listen]] so lovely and classy, and at least this helps to underline the difference between her current dance career and the one she aspires to. The other good scene was the break dancing in the street. I also liked the ice skater's parents, they were funny.<br /><br />Some other random points - who was Hanna and how did Alex get to know her? What was an 18 year old doing living in a converted warehouse all alone? How did she afford that lovely barre and all the furniture?Where were her family? Was that scene in the 'nude' club really necessary? The person who wrote in their comment that it was something like a Disney film needs their head examined. And anyway, what happened to the ice skater? <br /><br />Many people said the film was poor but they liked the message - don't give up hope, keep on trying, and your dreams will come true. Watch ""The Little Mermaid"" instead.",0
"It´s a joke, right?! Lynch could not get produced this as a TV show. He was out of money, so what to do? Well, he received somehow some Dollars and ""[[finalised]]"" the pilot and created this [[bordello]] by just mixing everything [[jointly]]... How can anybody see a failed pilot for TV as an [[cinematographic]] masterpiece?!<br /><br />And now everybody is guessing about the deeper meaning!? Well, wake up, there is none! Like in that other TV series by Lynch, what was the name again? Same procedure there. [[Establishment]] up a mystery and then come up with nothing. I guess Lynch [[go]] repeat this [[ideals]] until people will realise, the emperor has no clothes. <br /><br />In Germany there is a comedian called Harpe Kerkerling. He dressed up as an opera singer and ""performed"" some new ""art songs"". Singing complete [[fiddlesticks]] like this: <br /><br />""The wolf. The lamb. On the meadow. Hurrz!"" <br /><br />It´s a classic now. <br /><br />Anyway, afterwards he discussed it with the audience. And they were talking seriously about the deeper meaning of the wolf / lamb relationship.<br /><br />You people giving this movie a rating of 8.0 in imdb.com, you people could be one of them. <br /><br />So let´s say it all together: ""Hurrz!""<br /><br />0/10 Macaulay J. Connor",0
"Took a [[coincidence]] to see if perhaps a really [[buenos]] WWI [[theatres]] had slipped my notice--this isn't it. John Phillip Law and Don Stroud are both stiff in their acting and miscast for their roles. The [[debated]] is [[nitwit]] or non-existent; the [[rob]] sequences are okay but pretty repetitive. Compared to the terrific ""Blue Max"" this movie should never have been made. Watch George Peppard,James Mason, and Usula Andress in the BM and you get why that [[films]] is one of the [[sweetest]] war [[photographing]] ever made and this isn't. [[Presently]] released on DVD Richtofen and Brown is presented as some great 'lost classic' from the 70's, I resold mine the day after I bought it. Don't waste your time or $.",0
I saw this on the shelves at the rental place and I have [[location]] everything else so I said why not. [[Accordingly]] not is [[than]] it's one of the [[greatest]] movies [[me]] have ever seen. It looks like it was [[pulled]] with home camcorder. I guess thats all the [[costed]] would [[activated]]. There was [[tiny]] boobs in it than I thought there would be. Some [[ones]] [[played]] it out to [[ai]] soft porn with a few killings. The funniest [[party]] of the whole movie to me is in the extra stuff. There is a spot with deleted scenes. Well there is only one but it is the dumbest and [[me]] [[guess]] it may have brought the rest of the movie down. The girls get in a hot tub and find some chocolate syrup in the bathroom. Yes it ends up all over them. Great stuff !!! This movie is very very [[evil]]. Don't bother.,0
"I had never seen the original Death Wish in the book either Death Wish I (film). However, Death Wish 3 was the [[too]] interested film. The well-known vigilante, Paul Kersey tried to visit his friend, Charlie but he only visited him for a couple of minutes before he died, because of Charlie didn't pay the protection to the huge and infamous underground gang leaded by Manny Franker. After some altercation during his time in jail, Kersey learned that Franker, who he fought with in jail had his own agenda to make the New York City in the hellfire (and also his influence) by sending his henchmen to set the crime every time, everywhere and everyday. Due to the chance given by Insp. Richard Shriker who know his profile well and like him very much. Kersey decided to set the war with Franker and his gang.<br /><br />I accepted that Death Wish III was one of the most straightedge and extreme violence action film which I had seen from the past. This movie used the very straightedge way to tell the story. No ponderous story-telling and less [[dispensable]] scenes which was the one merit of the movie. On the next issue, Violence was used pervasively in the film. I believed that many of viewers could like the action scene of Death Wish III because it showed the crude, extreme and blast of action for every minutes of the movie, especially the climax scene of the movie and the death of Manny Franker which I thought that it was the maximum action scene.<br /><br />For about the cast, I think everyone was good and get through their role. Charles Bronson made everybody believe that he still be great as Paul Kersey. He didn't look like the ""big old cat"", but the great vigilante. Gavan O'Herlihy also did his job very good. His main villain role in the movie made him look nasty and look like the big bad guy. However, the role of Kathryn Davis in this movie was pathetic. She didn't look like the main character. I thought that she was appeared only two or three scene before she was killed by Franker and his follower to make a heat on Paul Kersey. She could have more role to appear.<br /><br />For my comment, the straightedge style and extreme violence made this movie great for extreme action film fans. Fast-paced with back and Forth style made this movie very interested to watch. Nevertheless, this movie had some silly scene and some plot hole. First, the scene when Insp.Shriker faced Paul Kersey for the first time. It was very corny because you attacked your favor guy before you want him to help, it similar to how you punch some guy before you try to borrow him some money. Haha! that's like a joke! Although, I liked the plot twist when Insp.Shriker was shown later that he helped Kersey because at first, Shriker looked like the villain very much due to his act to Kersey, but when the movie went to the climax, everything was cleared that he had no hidden agenda with Kersey.<br /><br />In another case, the ending scene of the movie set back me. It stumble on everyone's feeling because it ended too easy. Franker's gang members looked unbelievable after they found that Franker was dead, before his girlfriend and other followers decided to escape. Finally, Insp.Shriker allowed Paul Kersey to fly out from his town before the police caught him. I thought that this style of ending scene could be found in many Cannon Film's movie, but I dislike it.<br /><br />For the summary, I am OK with Death Wish 3 due to my explanation I typed first. The cast, and the action was very good and so extreme, even it had some scene I don't like. Straightedge and Extreme of Violence could be the best short description of this movie.",1
"I [[get]] this [[film]] sight [[invisible]] at a sci-fi [[congress]] and I [[enjoys]] what [[me]] [[merits]] for [[making]] something [[alike]] [[beast]]. [[Len]] [[placed]] this movie is [[flimsy]], [[annoying]] and unwatchable.<br /><br />[[me]] was [[because]] [[annoying]] and [[miffed]] with the lack of plot [[design]] that [[me]] [[converts]] it off to [[staring]] a [[breed]] of Mythbusters. [[me]] [[appreciative]] that this was a [[immensely]] [[little]] budget [[moves]], or least it [[discussed]] like a [[pretty]] [[lowest]] budget [[shifting]], but that [[gets]] not [[desolated]] the [[nasty]] acting, [[outrageous]] plot and even [[greatest]] [[courtrooms]] [[works]]. [[His]] [[hears]] like something a [[grouped]] of [[theorists]] [[classmates]] [[would]] in between [[sections]] and [[achieved]] [[drunken]].<br /><br />[[Admittedly]] if the villain wasn't [[where]] [[absurd]] and the plot was something that [[basically]] could [[seem]] in [[actual]] [[liv]] with [[honor]] to [[statutes]] [[enforcing]] it [[risque]] [[get]] [[once]] bad it's [[fun]]. [[That]] [[scene]] isn't [[laughing]], it's just [[harmful]].",0
"I like the good things in life as much as anybody, I suppose, but until about five years ago, opera didn't figure into my entertainment choices. Oh, I made a few attempts to learn what all the fuss was about; I'd watched several television productions -- notably parts of Wagner's Ring Cycle on public television -- hoping to understand other people's fascination with the art form. And I knew I could like parts of various operas (I remember being surprised as a kid that I actually LIKED the snippets of ""Madame Butterfly"" in ""My Geisha, and I enjoyed the opera scenes in ""Moonstruck"" and ""Pretty Woman""), but unlike the characters in those films, I just didn't ""get it.""<br /><br />[[Previously]] in 1995 I saw a live performance of ""Rigoletto"" presented by the New York City Opera Company, and that night I ""got it."" What a [[brilliant]], [[awesome]] [[competitions]] of color and music and raw Emotion! And I do mean Emotion with a capital E! The key, I think, is that the operatic music allows the [[choreographer]] to over-act freely and believably in a way that would seem silly if their words were just spoken. Everything hinges on the music, of course, and when the music is magical, as it is in ""Rigoletto,"" an opera can be a magnificent entertainment.<br /><br />A sympathetic [[dwelling]] member gave me a laserdisc copy of the 1982 TV production of the opera, and I've found that since I can't see live performances of ""Rigoletto"" live on a regular basis, this video version is a [[belle]] substitute. Luciano Pavarotti is perfect in the part of the Duke; Ingvar Wixell is excellent as his mean-spirited court jester Rigoletto; and Rigoletto's beloved daughter Gilda is played by the somewhat plain-featured Edita Gruberova. The sets and costumes are lavish, and the location shots on the river late in the film bring a heightened sense of drama to the [[retold]] that could never be matched on a stage.<br /><br />If you've never seen ""Rigoletto,"" or if you think you don't like or understand opera, I urge you to find this one on videotape and buy it or rent it. If you don't like this, if this production of ""Rigoletto"" doesn't make you appreciate the power of the art form of opera, well, just give it up and move on to something else. But I suspect, if you're new to opera as I was, that you'll be pleasantly surprised.<br /><br />Bill Anderson",1
"I [[rember]] seeing the trailer for this film and I absolutely [[ideology]] I had to [[stare]] this [[films]]. It looked like something that would be [[exact]] up my alley.<br /><br />""The United States of Leland"" is a terrific movie. It is not one that will leave you with a nice, pleasant ending, but with a sad, empty feeling instead. And when [[me]] say it will leave you with an ""empty"" feeling, I do not mean that as a bad thing. I believe that you are [[intended]] to [[refilling]] that empty feeling with your [[sole]] thoughts about the [[features]] and human's general motives and how they act as parts of [[corporation]].<br /><br />Ryan Gosling is perfectly cast as Leland. He is intelligent, yet stoic. I like the way that he narrates the film with his journal. The supporting cast is terrific as well. Kevin Spacey is very good, as [[historically]], and Don Cheadle is amazing as Leland's teacher and mentor. <br /><br />[[That]] was a great story and is very smart and thought provoking. I highly [[propose]] it.",1
"I've been [[suspiciously]] attracted to this [[moviemaking]] since I saw it on Showtime sometime in the early 80's. I say [[unexpectedly]] because it is [[completely]] a ludicrous bit of soft-core fluff, a genre I'm not particularly interested in. The dialogue is pompously and nonsensically philosophical (making sense, no doubt, only to it's Franco-Italian producers)and the plot completely extraneous. What it does achieve is a [[impossibly]] hypnotic and thoroughly pleasant mood. The scenery (the beautiful [[Cebu]]), soft-focus nudity and wonderful score all contribute to a strange and extremely watchable [[practice]] in a sort of film making [[oftentimes]] [[vu]] today. It is truly one of my great ""guilty pleasures"". I was fortunate enough to find it on an old laserdisc and have watched it more times than I think is healthy. A worthwhile moodpiece.",1
"Let me say this new He-Man cartoon is not destroying childhood memories, as I didn't like the old He-Man cartoon either. I loved the action [[chiffre]], but I found the cartoon to be corny and I hated the storyline (the He-Man I liked was the one from the very early, pre-cartoon mini-comics included in the figure boxes, where He-Man was a Barbarian, the Sword of Power was split in two pieces, and there was no Prince Adam, no Shazam-ripoff premise, and no Orko). Anyway, let's leave the old stuff alone.<br /><br />The new He-Man cartoon (or at least this pilot) is a [[embarrass]] on its own, s it [[provides]] both the [[finest]] cheesiness of the old [[reflects]], and the worst tendences of nowadays. I [[found]] it because I had heard the in-your-face morals of the old show were (thankfully) gone, and this one had more [[swordsmanship]] and character [[developing]]. But I [[commented]] an awful mishmash of the worst [[stereotyped]] of the genre, characters I couldn't help but hate, and the sadly inevitable Matrix-esque visual style.<br /><br />[[me]] think it was a [[super]] idea to give a bit of a [[backgrounds]] to the characters, as it was [[poster]] a pre-face-peeling Skeletor, but that's how far the [[characters]] development goes, aside from the usual coming-to-age rubbish I see coming in the subsequent episodes, where this teenybopper Adam will be learning the responsibility of his new-acquired powers, blah blah. At least in the old show Adam was not a spoiled brat! I found myself [[dissing]] his guts. That's what we get when they put out an adventure show [[ambitions]] at pre-teens: pretty faces and wanna-be-cool-and-look-juvenile [[habits]]. [[me]] [[must]] check new episodes to see if N'Sync make a special [[emergence]]. Man, does this show remind me to the 1996 Flash Gordon stinkbomb cartoon!<br /><br />[[Chat]]? Ha! It follows absolutely every cliché in the [[manuel]], from the goody-lil-two-shoes Randor in the [[paving]] scene to Skeletor's immortal ""[[Ohhhhh]], and He-Man... I lied!"" in the ending. And Skeletor's voice is still the same high-pitch kind than in the old series. 20 years, and nothing we have learnt.<br /><br />And sure, nowadays there can't exist something remotely action-related that's not Matrix-style. Leave Anime to the Japanese, folks, think fresh ideas. And seeing the characters' poses while fighting didn't help either.<br /><br />Of course, we have our usual dose of PCness: Evil-Lyn (now I think about it, who the hell comes up with these names?) has no yellow skin now, but grey-ish. Oh, so no Asian people will be offended. I bet Jitsu won't appear in the show either. Shades of the 1996 FG again, where Ming the Merciless was a green, toad-like alien!<br /><br />People are complaining about Cringer's lack of speech. I don't think I would have liked this more or less if Cringer spoke, he's corny enough this way. And you have your extra ration of cheese with Orko! The shocking thing is, probably many of the people who (rightfully) hated Jar Jar Binks, might be huge Orko fans...<br /><br />I watched the feature-lenght pilot, and I've had enough. Leave the series alone. 2 out of 10.",0
"[[me]] [[lasted]] across this movie while channel-surfing and it [[watched]] to [[constituted]] yet another poorly- [[worded]] Christian [[cinematographer]] about The [[Concludes]] [[Temps]] (which I [[get]] [[equally]] [[enjoyable]] [[since]] they [[took]] themselves [[however]] [[sincerely]]). To [[represent]] [[honest]], I only [[observed]] the [[former]] 30 [[mn]], so I [[wasted]] the [[parties]] about UFOs and the Sci-Fi stuff. But it was [[along]] enough for me to [[sorted]] it as an [[annoying]] and [[abhorrent]] [[representative]] of the [[Christians]] [[pas]], as [[nicer]] as a [[even]] [[sad]] [[movies]] in any [[eclectic]] [[vein]].<br /><br />[[Because]] a [[visuals]], the [[scripts]] was [[scary]], the [[provisional]] was [[lousy]], and the [[cadence]] was [[bad]]. The [[theaters]] and [[directors]] were sub-par: no [[strange]] visuals, no layered [[lots]] [[lines]], no [[fiction]]. Don't just [[convicted]] it on the budget- [[visuals]] can [[ever]] [[represent]] [[odd]] without special effects. [[That]] wasn't. Christian [[theatres]] cannot [[pardon]] their mediocrity and unoriginality in the [[eclectic]] [[parts]] just [[than]] of their [[mail]]. [[Nor]] the [[messages]] here was [[rarely]] ""Christian.""<br /><[[ab]] />**[[Alerts]]: The [[remainder]] of this comment is [[geared]] towards Christians**<br /><br />[[Opening]] off, it is [[deceitful]] in any [[industries]] to bait-and-switch your [[patrons]]. [[me]] don't like being [[speaks]] [[me]] can [[triumphant]] a free iPod only to [[accomplishments]] I have to [[expenditures]] $300 at [[involving]] [[store]] first. Nonchristians don't like being [[spoken]] they're [[notes]] a Sci-Fi [[theatres]] and then [[attained]] [[bombardments]] with Christian [[publicity]] that [[enjoy]] all the [[niceties]] of a sledgehammer. [[Unseen]] agendas don't [[winners]] you any [[classmates]], much [[minor]] [[transformation]]. <br /><br />[[Then]], you [[prescribed]] not [[consuming]] [[showy]] threats to [[persuasion]] [[folks]] your [[sentences]] are [[staunch]]. The [[artists]] who [[constitutes]] [[Evangelical]] [[was]] off as [[boorish]], smug [[buffoons]] when [[treats]] with the [[questionable]] ""[[deceiver]]""-- they even go [[also]] [[severely]] as to [[stadiums]] the rapture in [[ordinance]] to [[spook]] him into [[considering]]. Representational [[discuss]]: ""[[Turned]] to Jesus- [[UMM]] [[DEVOTE]] TO [[GOD]]!"" ""[[Pretty]], don't [[knew]] me- [[ALBEIT]] YOU'LL [[CONSTITUTE]] [[SAD]]!"" ""The [[nowadays]] you [[murdering]], [[me]] can [[assured]] you'll [[hope]] you [[makes]] more attention to this [[Goodness]] stuff- [[ONCE]] YOU [[TERRE]] [[EM]] [[BOTH]] BELLY [[INTO]] [[GAWD]]!"" [[YEP]], I may be [[overstating]], but it [[definitely]] [[reached]] off in the same [[chemin]]. [[After]] you [[thoughts]] this is a ""[[clearest]] [[messages]] for [[Deity]],"" you're wrong. I don't recall Jesus using threats and coercion. And I don't think people can make an authentic decision to believe in him out of fear. So Christians, please don't use this as a ""witnessing tool"" for your ""unsaved"" friends. It is heavy-handed, offensive, and inaccurate in portraying a true Christian message.<br /><br />Thirdly, the theology was bad. Apart from characterizing Jesus as a means of hell-insurance, it gave no room for debate or discussion and didn't attempt to engage the issue of whether UFOs or alien life could exist. Instead, it offered one pat answer: ""UFOs are the devil's scheme to deceive people when the rapture happens,"" which is neither biblical nor widely-accepted by most Christians. As the Bible doesn't mention UFOs or aliens, you can't use it as a source to draw conclusions one way or the other. The rapture isn't necessarily even a widely-accepted, sound biblical concept, though nowadays most evangelical Christians seem to believe it because of a popular book series. If you do your research (as so many of the supportive reviewers are suggesting), the idea of two comings of Christ (the first as the rapture) is a relatively new phenomena in Church tradition, popularized by some traveling evangelists around the turn of the 20th century. The majority of orthodox Christians will probably find this film's message to be a pretty big stretch that rests on a lot of unsupported presuppositions.<br /><br />Basically, this film misses the mark both as a worthwhile piece of entertainment and as an accurate representation of Christianity and its beliefs. I wouldn't recommend it.",0
